investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000482,2025-01-21,119093,LUMPSUM,200429,Maharashtra,Mumbai,T30,26-35,Male,7.6,Net Banking,Verified
INV003277,2025-01-21,119552,SIP,525,Rajasthan,Jaipur,T30,18-25,Male,3.3,Cheque,Verified
INV004032,2025-01-21,119094,SIP,2303,West Bengal,Kolkata,T30,46-55,Male,55.5,Mandate,Verified
INV001348,2025-01-21,148568,LUMPSUM,346468,Haryana,Gurugram,T30,26-35,Female,8.6,Mandate,Verified
INV001611,2025-01-21,119095,SIP,1893,West Bengal,Kolkata,T30,18-25,Female,7.4,Cheque,Verified
INV003343,2025-01-21,120504,LUMPSUM,65212,Telangana,Hyderabad,T30,36-45,Male,26.0,Net Banking,Verified
INV003986,2025-01-21,119094,SIP,2358,Telangana,Hyderabad,T30,36-45,Male,44.2,Net Banking,Verified
INV002214,2025-01-21,101206,LUMPSUM,287771,Delhi,Gurugram,T30,36-45,Female,50.5,UPI,Verified
INV002604,2025-01-21,120504,REDEMPTION,330546,Maharashtra,Mumbai,T30,36-45,Female,25.5,UPI,Verified
INV002043,2025-01-21,148567,SIP,14184,Uttar Pradesh,Lucknow,T30,18-25,Male,6.7,Net Banking,Verified
INV002038,2025-01-21,125497,SIP,474,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Cheque,Verified
INV004369,2025-01-21,148569,SIP,21604,West Bengal,Kolkata,T30,26-35,Male,16.8,Mandate,Verified
INV001388,2025-01-21,120507,SIP,50533,Punjab,Amritsar,B30,46-55,Male,72.8,Cheque,Verified
INV004368,2025-01-21,102885,SIP,20064,Punjab,Chandigarh,T30,36-45,Male,33.7,Cheque,Verified
INV004118,2025-01-21,101207,LUMPSUM,339573,Punjab,Chandigarh,T30,36-45,Male,26.2,Cheque,Verified
INV001182,2025-01-21,118634,LUMPSUM,363936,Punjab,Amritsar,B30,26-35,Male,9.1,Cheque,Pending
INV002018,2025-01-21,120505,SIP,11641,Uttar Pradesh,Agra,B30,26-35,Female,18.0,Cheque,Verified
INV001301,2025-01-21,149323,SIP,1064,Delhi,New Delhi,T30,26-35,Male,19.1,Cheque,Verified
INV003012,2025-01-21,101208,SIP,590,Madhya Pradesh,Indore,T30,36-45,Male,41.8,Cheque,Pending
INV002682,2025-01-21,102887,LUMPSUM,544249,Karnataka,Mysore,B30,26-35,Male,17.9,Mandate,Verified
INV000510,2025-01-21,118635,LUMPSUM,343950,West Bengal,Kolkata,T30,46-55,Male,55.0,Cheque,Verified
INV000175,2025-01-21,119095,REDEMPTION,175432,Karnataka,Bangalore,T30,26-35,Male,17.3,Net Banking,Verified
INV001893,2025-01-21,148567,SIP,912,Punjab,Chandigarh,T30,26-35,Female,12.7,Cheque,Pending
INV003055,2025-01-22,119598,REDEMPTION,224015,Madhya Pradesh,Indore,T30,26-35,Female,18.0,Mandate,Verified
INV002761,2025-01-22,102885,LUMPSUM,184397,Rajasthan,Jaipur,T30,26-35,Male,14.9,Net Banking,Verified
INV004052,2025-01-22,119120,LUMPSUM,248730,Uttar Pradesh,Agra,B30,26-35,Female,15.5,Mandate,Verified
INV000556,2025-01-22,102887,SIP,23003,Rajasthan,Udaipur,B30,18-25,Male,7.2,Mandate,Verified
INV001298,2025-01-22,120507,SIP,2158,Delhi,Gurugram,T30,26-35,Female,24.4,UPI,Verified
INV002934,2025-01-22,125498,SIP,13209,Delhi,Noida,T30,36-45,Male,25.8,UPI,Verified
INV003315,2025-01-22,148569,REDEMPTION,376133,Madhya Pradesh,Bhopal,B30,36-45,Female,58.1,Mandate,Verified
INV004967,2025-01-22,101207,SIP,15444,Telangana,Hyderabad,T30,26-35,Male,14.3,Mandate,Verified
INV004329,2025-01-22,148567,LUMPSUM,63685,Haryana,Gurugram,T30,18-25,Female,7.5,Mandate,Pending
INV000966,2025-01-22,101206,LUMPSUM,203641,Telangana,Hyderabad,T30,26-35,Male,22.8,UPI,Verified
INV000554,2025-01-22,149324,SIP,5693,Delhi,Noida,T30,36-45,Male,12.3,Net Banking,Verified
INV002152,2025-01-22,125498,LUMPSUM,207889,Tamil Nadu,Coimbatore,B30,46-55,Male,69.8,Net Banking,Verified
INV004241,2025-01-22,120843,SIP,1081,Maharashtra,Mumbai,T30,36-45,Male,18.9,Cheque,Pending
INV001588,2025-01-22,100033,REDEMPTION,53035,Karnataka,Bangalore,T30,56+,Male,75.2,Cheque,Pending
INV002652,2025-01-22,149324,LUMPSUM,142251,Gujarat,Surat,T30,36-45,Male,40.6,Mandate,Verified
INV002628,2025-01-22,120506,SIP,11856,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Net Banking,Verified
INV001744,2025-01-22,120842,SIP,7017,Karnataka,Mysore,B30,26-35,Male,15.9,UPI,Verified
INV003968,2025-01-22,148567,LUMPSUM,283732,Maharashtra,Mumbai,T30,46-55,Female,58.7,Cheque,Verified
INV000906,2025-01-22,102886,REDEMPTION,191852,Maharashtra,Mumbai,T30,26-35,Male,20.7,UPI,Verified
INV000791,2025-01-22,148567,REDEMPTION,167344,Madhya Pradesh,Bhopal,B30,26-35,Male,18.4,Cheque,Verified
INV000738,2025-01-22,119094,LUMPSUM,412429,Punjab,Amritsar,B30,26-35,Male,12.1,UPI,Verified
INV002508,2025-01-22,101206,SIP,443,West Bengal,Kolkata,T30,46-55,Male,60.8,Cheque,Verified
INV004759,2025-01-22,119120,SIP,434,Gujarat,Ahmedabad,T30,36-45,Female,13.8,Mandate,Verified
INV003374,2025-01-22,119551,LUMPSUM,27502,Karnataka,Mysore,B30,26-35,Male,15.8,Mandate,Verified
INV004616,2025-01-22,119120,REDEMPTION,121369,West Bengal,Kolkata,T30,26-35,Female,18.1,Cheque,Verified
INV001045,2025-01-22,100033,SIP,15810,Punjab,Chandigarh,T30,36-45,Female,45.5,UPI,Verified
INV001799,2025-01-22,119551,SIP,8597,Rajasthan,Udaipur,B30,56+,Female,45.2,Cheque,Verified
INV003228,2025-01-22,119598,LUMPSUM,482910,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,Net Banking,Pending
INV003269,2025-01-22,120503,SIP,2946,Telangana,Hyderabad,T30,56+,Male,17.5,Net Banking,Verified
INV000414,2025-01-22,118635,LUMPSUM,218355,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Net Banking,Verified
INV002087,2025-01-22,119093,SIP,2433,Delhi,Gurugram,T30,26-35,Male,24.8,UPI,Verified
INV002213,2025-01-22,120505,LUMPSUM,440124,Maharashtra,Pune,T30,36-45,Female,33.8,Cheque,Verified
INV004914,2025-01-22,148568,REDEMPTION,157968,Karnataka,Mysore,B30,26-35,Female,13.4,Cheque,Verified
INV001713,2025-01-22,102887,SIP,47727,Uttar Pradesh,Agra,B30,46-55,Male,61.5,Net Banking,Verified
INV001713,2025-01-22,118633,REDEMPTION,321172,Uttar Pradesh,Agra,B30,46-55,Male,61.5,Net Banking,Verified
INV000849,2025-01-22,119551,SIP,5070,Delhi,Gurugram,T30,56+,Female,32.5,Mandate,Verified
INV003725,2025-01-22,102887,SIP,2321,Gujarat,Ahmedabad,T30,26-35,Female,8.4,Cheque,Verified
INV001467,2025-01-22,102885,SIP,22165,Punjab,Chandigarh,T30,36-45,Male,32.5,Mandate,Verified
INV002208,2025-01-22,119093,LUMPSUM,349741,Punjab,Chandigarh,T30,56+,Male,61.1,UPI,Verified
INV004828,2025-01-22,101207,LUMPSUM,282874,Gujarat,Surat,T30,56+,Female,58.3,UPI,Verified
INV003256,2025-01-22,119092,SIP,1636,Punjab,Amritsar,B30,46-55,Male,26.0,Mandate,Verified
INV000847,2025-01-22,118634,SIP,4895,West Bengal,Kolkata,T30,26-35,Female,17.8,UPI,Verified
INV000379,2025-01-22,102885,SIP,9770,Maharashtra,Pune,T30,46-55,Male,52.0,Net Banking,Verified
INV002592,2025-01-22,120504,REDEMPTION,345853,Madhya Pradesh,Bhopal,B30,26-35,Female,15.7,Mandate,Verified
INV003979,2025-01-22,125497,SIP,970,Madhya Pradesh,Indore,T30,36-45,Male,44.4,Cheque,Verified
INV002313,2025-01-22,120503,REDEMPTION,50620,Uttar Pradesh,Lucknow,T30,26-35,Female,8.4,Cheque,Verified
INV004600,2025-01-22,118633,LUMPSUM,116648,West Bengal,Kolkata,T30,46-55,Female,35.5,UPI,Verified
INV003972,2025-01-22,120842,SIP,1799,Uttar Pradesh,Agra,B30,26-35,Male,10.2,Cheque,Verified
INV003766,2025-01-22,149322,LUMPSUM,66254,West Bengal,Kolkata,T30,36-45,Male,52.3,Mandate,Verified
INV002864,2025-01-22,149322,SIP,22922,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,Net Banking,Verified
INV004258,2025-01-22,100025,SIP,2576,Gujarat,Ahmedabad,T30,36-45,Male,56.6,UPI,Verified
INV003429,2025-01-22,148568,SIP,2963,Telangana,Hyderabad,T30,26-35,Male,16.0,Net Banking,Verified
INV003494,2025-01-22,118635,REDEMPTION,408398,Punjab,Chandigarh,T30,26-35,Female,18.6,UPI,Verified
INV002413,2025-01-22,120503,SIP,2335,Gujarat,Surat,T30,26-35,Male,14.4,Net Banking,Pending
INV000464,2025-01-22,100033,LUMPSUM,9163,Karnataka,Mysore,B30,46-55,Male,70.6,Cheque,Verified
INV000182,2025-01-22,120507,SIP,17042,Tamil Nadu,Chennai,T30,36-45,Male,38.1,Mandate,Verified
INV002315,2025-01-23,120506,REDEMPTION,201801,Haryana,Faridabad,B30,18-25,Male,6.4,Cheque,Pending
INV002609,2025-01-23,119095,LUMPSUM,88998,Haryana,Faridabad,B30,36-45,Male,27.7,Net Banking,Verified
INV004302,2025-01-23,102886,SIP,1196,Karnataka,Mysore,B30,46-55,Male,63.4,Mandate,Verified
INV002633,2025-01-23,119093,SIP,15435,Karnataka,Bangalore,T30,26-35,Female,8.1,Net Banking,Verified
INV001082,2025-01-23,118633,SIP,8156,Uttar Pradesh,Lucknow,T30,46-55,Female,64.2,Cheque,Verified
INV002418,2025-01-23,120841,SIP,9063,Haryana,Faridabad,B30,36-45,Male,34.0,Mandate,Pending
INV003128,2025-01-23,120507,SIP,7366,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,UPI,Verified
INV004984,2025-01-23,120843,REDEMPTION,4550,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Mandate,Pending
INV003143,2025-01-23,118634,LUMPSUM,447835,Karnataka,Mysore,B30,18-25,Female,5.9,UPI,Verified
INV000910,2025-01-23,118632,SIP,5917,Madhya Pradesh,Indore,T30,46-55,Male,58.8,Net Banking,Verified
INV002794,2025-01-23,120503,LUMPSUM,493353,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Mandate,Pending
INV000002,2025-01-23,118632,LUMPSUM,317170,Maharashtra,Pune,T30,46-55,Male,24.0,Mandate,Verified
INV002044,2025-01-23,148567,LUMPSUM,166334,Gujarat,Ahmedabad,T30,26-35,Female,19.1,Net Banking,Verified
INV002628,2025-01-23,120844,LUMPSUM,350736,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Mandate,Verified
INV002310,2025-01-23,119552,LUMPSUM,251770,Tamil Nadu,Coimbatore,B30,26-35,Female,15.6,Cheque,Verified
INV001624,2025-01-23,101207,LUMPSUM,26642,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Mandate,Verified
INV003544,2025-01-23,125497,LUMPSUM,318538,Delhi,Gurugram,T30,26-35,Male,11.7,UPI,Verified
INV003868,2025-01-23,120844,SIP,3030,Gujarat,Surat,T30,36-45,Male,25.8,Cheque,Verified
INV002616,2025-01-23,118633,SIP,8733,Tamil Nadu,Coimbatore,B30,26-35,Male,21.9,Cheque,Verified
INV000204,2025-01-23,149322,SIP,52988,Punjab,Chandigarh,T30,36-45,Male,17.7,Mandate,Verified
INV003124,2025-01-23,148568,REDEMPTION,129163,West Bengal,Kolkata,T30,36-45,Male,28.8,Net Banking,Verified
INV003533,2025-01-23,119598,SIP,1691,Telangana,Hyderabad,T30,56+,Female,11.4,Mandate,Verified
INV002282,2025-01-23,119551,SIP,16702,West Bengal,Kolkata,T30,36-45,Male,53.7,UPI,Verified
INV004833,2025-01-23,120844,LUMPSUM,425245,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,Verified
INV001608,2025-01-23,102887,REDEMPTION,226037,Delhi,Gurugram,T30,26-35,Male,13.1,UPI,Pending
INV002586,2025-01-23,119599,SIP,2968,West Bengal,Kolkata,T30,26-35,Female,9.1,Mandate,Verified
INV000758,2025-01-23,119092,SIP,2231,Delhi,New Delhi,T30,56+,Male,61.5,UPI,Verified
INV000527,2025-01-23,101208,SIP,9737,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified
INV004840,2025-01-23,149323,SIP,9449,Maharashtra,Pune,T30,18-25,Male,6.5,Net Banking,Verified
INV004711,2025-01-23,101206,SIP,987,Rajasthan,Udaipur,B30,56+,Male,70.9,Mandate,Verified
INV002928,2025-01-23,101208,LUMPSUM,461840,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,UPI,Verified
INV003331,2025-01-23,102885,SIP,24259,Karnataka,Bangalore,T30,26-35,Female,7.1,UPI,Verified
INV002687,2025-01-23,102886,REDEMPTION,360686,Delhi,New Delhi,T30,36-45,Male,25.9,Net Banking,Verified
INV004457,2025-01-23,120506,SIP,3379,Telangana,Hyderabad,T30,18-25,Male,6.7,Mandate,Verified
INV004454,2025-01-23,125497,SIP,490,West Bengal,Kolkata,T30,36-45,Male,37.4,Net Banking,Verified
INV002559,2025-01-23,149323,SIP,12520,Haryana,Faridabad,B30,18-25,Female,3.4,Cheque,Verified
INV003793,2025-01-23,101208,LUMPSUM,511519,Delhi,New Delhi,T30,46-55,Male,94.3,Cheque,Verified
INV003476,2025-01-23,120841,SIP,5233,Punjab,Chandigarh,T30,18-25,Male,5.1,UPI,Verified
INV003718,2025-01-23,125498,SIP,9232,Telangana,Hyderabad,T30,46-55,Male,65.3,Cheque,Verified
INV001475,2025-01-23,120506,SIP,5040,Madhya Pradesh,Indore,T30,36-45,Male,35.0,Net Banking,Verified
INV003711,2025-01-23,118634,SIP,1822,Telangana,Hyderabad,T30,36-45,Female,13.1,Mandate,Verified
INV002541,2025-01-23,101208,LUMPSUM,278367,Karnataka,Mysore,B30,46-55,Male,63.8,UPI,Verified
INV002713,2025-01-23,148569,SIP,10556,Rajasthan,Udaipur,B30,26-35,Female,6.7,Net Banking,Verified
INV002169,2025-01-23,102887,SIP,562,Punjab,Amritsar,B30,46-55,Male,70.3,Cheque,Verified
INV001878,2025-01-23,102887,SIP,2746,West Bengal,Kolkata,T30,26-35,Male,7.8,Cheque,Pending
INV001669,2025-01-23,120506,REDEMPTION,219626,West Bengal,Kolkata,T30,26-35,Female,6.3,Cheque,Verified
INV002580,2025-01-23,118635,SIP,2104,Rajasthan,Jaipur,T30,36-45,Female,46.0,Mandate,Verified
INV001245,2025-01-23,118636,REDEMPTION,300912,Haryana,Faridabad,B30,46-55,Female,44.0,Mandate,Verified
INV004647,2025-01-23,119095,SIP,2311,Madhya Pradesh,Indore,T30,36-45,Female,25.3,UPI,Verified
INV002345,2025-01-23,101208,SIP,2158,Uttar Pradesh,Agra,B30,36-45,Male,38.3,Mandate,Verified
INV003295,2025-01-23,119599,SIP,1818,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Cheque,Verified
INV000973,2025-01-23,101207,LUMPSUM,266513,Rajasthan,Jaipur,T30,26-35,Male,9.3,Cheque,Verified
INV002831,2025-01-23,118635,REDEMPTION,17313,Telangana,Hyderabad,T30,56+,Female,78.0,Cheque,Verified
INV001671,2025-01-23,120504,LUMPSUM,475244,Punjab,Chandigarh,T30,56+,Male,31.2,Mandate,Verified
INV002841,2025-01-23,119551,REDEMPTION,191236,Uttar Pradesh,Kanpur,B30,26-35,Male,13.2,UPI,Verified
INV003326,2025-01-23,119120,REDEMPTION,171935,Karnataka,Bangalore,T30,36-45,Male,40.9,UPI,Verified
INV002178,2025-01-23,119598,SIP,2794,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Cheque,Verified
INV003267,2025-01-23,149322,LUMPSUM,510265,Rajasthan,Udaipur,B30,36-45,Male,29.9,Net Banking,Pending
INV002340,2025-01-23,118635,LUMPSUM,443451,Uttar Pradesh,Agra,B30,26-35,Female,7.3,Net Banking,Verified
INV004408,2025-01-23,119095,SIP,47640,Punjab,Amritsar,B30,26-35,Male,23.5,Cheque,Verified
INV000659,2025-01-23,148568,SIP,57306,Haryana,Faridabad,B30,26-35,Male,17.2,UPI,Verified
INV000458,2025-01-23,118632,SIP,2473,Rajasthan,Udaipur,B30,56+,Male,18.9,UPI,Verified
INV000030,2025-01-23,118636,SIP,14544,Delhi,Noida,T30,18-25,Female,5.1,Net Banking,Verified
INV003247,2025-01-23,120843,SIP,452,Madhya Pradesh,Indore,T30,46-55,Female,93.1,Net Banking,Verified
INV002036,2025-01-23,119551,LUMPSUM,341190,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Cheque,Verified
INV000717,2025-01-23,120842,SIP,52485,Tamil Nadu,Chennai,T30,46-55,Male,44.9,Net Banking,Verified
INV001751,2025-01-23,120505,SIP,2249,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,UPI,Verified
INV003158,2025-01-23,119092,SIP,2241,Karnataka,Mysore,B30,26-35,Male,21.1,Cheque,Verified
INV003008,2025-01-23,118636,LUMPSUM,195249,Rajasthan,Jaipur,T30,36-45,Female,37.4,Mandate,Verified
INV004479,2025-01-23,149322,SIP,22749,Rajasthan,Jaipur,T30,36-45,Male,43.7,Mandate,Verified
INV002702,2025-01-23,118634,SIP,9401,Punjab,Chandigarh,T30,36-45,Male,25.4,Mandate,Verified
INV003421,2025-01-23,100016,SIP,21741,Telangana,Hyderabad,T30,26-35,Male,12.4,Cheque,Verified
INV003627,2025-01-24,120505,REDEMPTION,256908,Telangana,Hyderabad,T30,36-45,Male,39.9,UPI,Verified
INV002854,2025-01-24,148569,SIP,1984,Rajasthan,Jaipur,T30,26-35,Female,8.9,UPI,Verified
INV002506,2025-01-24,118634,SIP,48767,Karnataka,Bangalore,T30,18-25,Female,3.2,Cheque,Verified
INV001465,2025-01-24,119095,LUMPSUM,404868,Punjab,Amritsar,B30,26-35,Male,21.0,UPI,Verified
INV004427,2025-01-24,120844,SIP,2585,Punjab,Amritsar,B30,36-45,Female,54.2,UPI,Verified
INV001910,2025-01-24,119552,LUMPSUM,302755,Karnataka,Mysore,B30,26-35,Female,15.2,UPI,Verified
INV002298,2025-01-24,119095,SIP,41670,Maharashtra,Nashik,B30,56+,Male,45.3,Cheque,Verified
INV004006,2025-01-24,119599,LUMPSUM,79137,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,UPI,Verified
INV001557,2025-01-24,118636,LUMPSUM,125008,Haryana,Gurugram,T30,26-35,Female,10.5,Mandate,Verified
INV002363,2025-01-24,118636,LUMPSUM,276565,Punjab,Chandigarh,T30,26-35,Male,12.7,Net Banking,Verified
INV002535,2025-01-24,118632,SIP,42006,Rajasthan,Udaipur,B30,36-45,Male,22.6,Net Banking,Verified
INV004711,2025-01-24,118633,REDEMPTION,185797,Rajasthan,Udaipur,B30,56+,Male,70.9,Cheque,Verified
INV000304,2025-01-24,120504,SIP,24520,West Bengal,Kolkata,T30,36-45,Male,25.6,UPI,Pending
INV001714,2025-01-24,101208,SIP,24759,West Bengal,Kolkata,T30,18-25,Male,5.9,Mandate,Verified
INV000856,2025-01-24,119120,SIP,1048,Madhya Pradesh,Indore,T30,26-35,Male,24.8,Net Banking,Verified
INV003437,2025-01-24,119094,LUMPSUM,442631,Punjab,Amritsar,B30,46-55,Female,51.0,Mandate,Pending
INV002099,2025-01-24,149323,SIP,6864,Tamil Nadu,Chennai,T30,36-45,Female,34.9,Cheque,Verified
INV001715,2025-01-24,118636,SIP,8319,Gujarat,Surat,T30,18-25,Male,7.7,Cheque,Verified
INV001950,2025-01-24,148567,SIP,59132,Maharashtra,Pune,T30,26-35,Female,6.0,Cheque,Verified
INV002149,2025-01-24,148569,SIP,13700,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,UPI,Verified
INV000372,2025-01-24,149322,SIP,12640,Gujarat,Surat,T30,36-45,Male,12.4,Mandate,Verified
INV002595,2025-01-24,119599,SIP,7227,Tamil Nadu,Coimbatore,B30,36-45,Male,27.8,Net Banking,Verified
INV004016,2025-01-24,118634,SIP,12651,Delhi,New Delhi,T30,36-45,Male,21.0,UPI,Verified
INV000714,2025-01-24,119551,SIP,10318,Uttar Pradesh,Kanpur,B30,26-35,Female,23.8,Mandate,Verified
INV002996,2025-01-24,118635,SIP,2626,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Mandate,Verified
INV001816,2025-01-24,120842,SIP,50243,Telangana,Hyderabad,T30,26-35,Male,9.0,Mandate,Verified
INV001746,2025-01-24,118633,LUMPSUM,306356,Rajasthan,Udaipur,B30,26-35,Male,11.2,Cheque,Verified
INV001351,2025-01-24,120503,LUMPSUM,399648,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,Cheque,Verified
INV000433,2025-01-24,149324,SIP,5398,Punjab,Amritsar,B30,36-45,Male,56.4,UPI,Verified
INV000037,2025-01-24,118636,SIP,6996,Rajasthan,Udaipur,B30,26-35,Male,7.5,Mandate,Verified
INV004659,2025-01-24,102887,REDEMPTION,478258,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Verified
INV001643,2025-01-24,149324,SIP,58382,Punjab,Amritsar,B30,36-45,Male,28.4,UPI,Verified
INV000473,2025-01-24,119095,SIP,52527,Karnataka,Mysore,B30,36-45,Male,15.4,Cheque,Verified
INV004486,2025-01-24,149324,LUMPSUM,352527,Uttar Pradesh,Agra,B30,26-35,Male,14.4,Net Banking,Verified
INV002947,2025-01-24,102885,SIP,2426,Maharashtra,Nashik,B30,46-55,Male,73.3,Mandate,Verified
INV002259,2025-01-24,120843,SIP,22669,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Verified
INV002240,2025-01-24,119092,REDEMPTION,443788,Haryana,Faridabad,B30,26-35,Male,24.7,UPI,Verified
INV000178,2025-01-24,120506,SIP,597,West Bengal,Kolkata,T30,56+,Female,43.0,UPI,Pending
INV003145,2025-01-24,120507,SIP,2126,Delhi,Noida,T30,26-35,Male,22.2,Mandate,Verified
INV001871,2025-01-24,119598,LUMPSUM,454542,Delhi,Gurugram,T30,56+,Male,13.9,Cheque,Verified
INV004223,2025-01-24,148569,SIP,907,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Cheque,Verified
INV000137,2025-01-24,101208,SIP,3407,Rajasthan,Jaipur,T30,26-35,Female,12.0,Mandate,Verified
INV000970,2025-01-24,119598,LUMPSUM,254972,Tamil Nadu,Coimbatore,B30,46-55,Male,28.8,Cheque,Pending
INV000874,2025-01-24,120507,SIP,2083,Tamil Nadu,Chennai,T30,56+,Male,19.1,UPI,Verified
INV003209,2025-01-24,119551,REDEMPTION,216790,Delhi,Gurugram,T30,46-55,Male,76.0,Cheque,Verified
INV004592,2025-01-24,149323,SIP,59482,Maharashtra,Pune,T30,36-45,Male,56.6,Mandate,Verified
INV003903,2025-01-24,102887,SIP,579,Karnataka,Mysore,B30,18-25,Female,6.6,Net Banking,Pending
INV001498,2025-01-24,120844,REDEMPTION,110821,Gujarat,Ahmedabad,T30,36-45,Male,34.7,Mandate,Verified
INV002162,2025-01-24,149324,SIP,10451,Madhya Pradesh,Indore,T30,46-55,Male,40.2,Net Banking,Verified
INV000521,2025-01-24,125497,REDEMPTION,378598,West Bengal,Kolkata,T30,26-35,Male,9.7,UPI,Verified
INV003737,2025-01-24,125498,SIP,2005,Punjab,Chandigarh,T30,18-25,Male,4.4,UPI,Verified
INV004953,2025-01-24,119599,SIP,2722,Haryana,Faridabad,B30,36-45,Male,36.3,Net Banking,Verified
INV001983,2025-01-24,119551,REDEMPTION,281322,West Bengal,Kolkata,T30,36-45,Male,30.6,Cheque,Verified
INV003038,2025-01-24,118636,LUMPSUM,234280,Gujarat,Ahmedabad,T30,18-25,Male,6.0,Mandate,Pending
INV000816,2025-01-24,120844,REDEMPTION,269956,Uttar Pradesh,Lucknow,T30,36-45,Male,26.0,UPI,Verified
INV000968,2025-01-24,120843,LUMPSUM,237773,Tamil Nadu,Chennai,T30,36-45,Female,37.1,Net Banking,Verified
INV003796,2025-01-25,120505,LUMPSUM,427351,Delhi,Noida,T30,26-35,Male,19.1,UPI,Verified
INV003826,2025-01-25,119093,REDEMPTION,259306,West Bengal,Kolkata,T30,18-25,Male,7.7,UPI,Verified
INV001310,2025-01-25,148567,SIP,7349,Telangana,Hyderabad,T30,46-55,Male,83.6,Mandate,Verified
INV001228,2025-01-25,120503,REDEMPTION,327253,Karnataka,Bangalore,T30,36-45,Female,29.8,Mandate,Verified
INV003228,2025-01-25,118632,SIP,808,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,UPI,Pending
INV003240,2025-01-25,120841,SIP,3006,Haryana,Gurugram,T30,26-35,Male,21.7,Mandate,Verified
INV003232,2025-01-25,118632,SIP,9359,Maharashtra,Pune,T30,36-45,Female,30.9,Net Banking,Verified
INV000616,2025-01-25,119552,SIP,29386,Maharashtra,Nashik,B30,36-45,Male,50.4,Cheque,Verified
INV003212,2025-01-25,119552,REDEMPTION,54144,West Bengal,Kolkata,T30,26-35,Male,17.2,Cheque,Verified
INV001981,2025-01-25,120506,LUMPSUM,192978,Gujarat,Ahmedabad,T30,26-35,Male,19.4,UPI,Verified
INV001982,2025-01-25,120842,SIP,50692,Karnataka,Mysore,B30,26-35,Male,14.9,UPI,Verified
INV002006,2025-01-25,119551,SIP,3004,Punjab,Chandigarh,T30,26-35,Male,15.3,Cheque,Verified
INV002035,2025-01-25,120504,LUMPSUM,67463,Tamil Nadu,Chennai,T30,36-45,Male,12.2,UPI,Verified
INV001933,2025-01-25,148569,SIP,23422,Rajasthan,Udaipur,B30,26-35,Male,16.4,Mandate,Verified
INV004024,2025-01-25,125498,SIP,25324,Telangana,Hyderabad,T30,36-45,Male,23.1,Cheque,Pending
INV004015,2025-01-25,119095,REDEMPTION,168681,Maharashtra,Mumbai,T30,18-25,Female,7.6,Net Banking,Verified
INV001639,2025-01-25,118636,SIP,5591,West Bengal,Kolkata,T30,56+,Male,14.3,Cheque,Verified
INV004579,2025-01-25,119094,SIP,1615,Rajasthan,Jaipur,T30,26-35,Male,18.7,Mandate,Verified
INV002177,2025-01-25,119598,LUMPSUM,152681,Haryana,Gurugram,T30,26-35,Male,13.2,UPI,Verified
INV004610,2025-01-25,149322,SIP,26709,Telangana,Hyderabad,T30,26-35,Female,19.9,Cheque,Verified
INV000421,2025-01-25,118633,SIP,2326,Tamil Nadu,Chennai,T30,36-45,Male,31.9,Net Banking,Verified
INV001458,2025-01-25,118635,SIP,3482,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Cheque,Verified
INV004023,2025-01-25,149322,SIP,15871,Tamil Nadu,Chennai,T30,46-55,Male,69.6,UPI,Verified
INV004054,2025-01-25,119599,LUMPSUM,518264,Tamil Nadu,Chennai,T30,26-35,Female,6.4,UPI,Verified
INV001536,2025-01-25,118633,SIP,2763,Karnataka,Mysore,B30,26-35,Male,17.9,Net Banking,Verified
INV003603,2025-01-25,120504,SIP,2598,Madhya Pradesh,Indore,T30,36-45,Male,52.4,UPI,Verified
INV000880,2025-01-25,101207,SIP,10602,Madhya Pradesh,Indore,T30,26-35,Male,18.4,Mandate,Verified
INV000870,2025-01-25,125497,SIP,43959,Rajasthan,Udaipur,B30,18-25,Male,5.0,Mandate,Verified
